codigo,nome,categoria,marca_peca,posicao,preco,disponivel,equivalencias
IB-0102,Homocinética dianteira,Transmissão,Ibirapuera,Dianteira esquerda,"367,48",sim,AN-0112
IB-0103,Sincronizador de 2ª e 3ª marcha,Transmissão,Ibirapuera,,"234,73",sim,VG-0091;JG-0098
JG-0082,Coifa da homocinética,Transmissão,Jaraguá,Dianteira direita,"403,18",sim,TT-0101;TT-0094
VG-0077,Retentor de câmbio,Transmissão,Vergueiro,,"499,57",sim,JG-0087;PJ-0095
JG-0083,Homocinética dianteira,Transmissão,Jaraguá,Dianteira direita,"529,93",não,VG-0088;AN-0104
AN-0103,Coifa da homocinética,Transmissão,Anhembi,Dianteira esquerda,"495,62",não,IB-0107;PJ-0097
VG-0078,Sincronizador de 2ª e 3ª marcha,Transmissão,Vergueiro,,"322,75",sim,JG-0089
PJ-0088,Coxim do câmbio,Transmissão,Pirajuçara,,"338,87",sim,IB-0116
VG-0079,Sincronizador de 2ª e 3ª marcha,Transmissão,Vergueiro,,"216,31",não,JG-0098
AN-0104,Homocinética dianteira,Transmissão,Anhembi,Dianteira direita,"363,47",sim,TT-0095;PJ-0103
TT-0085,Retentor de câmbio,Transmissão,Tietê,,"543,13",sim,PJ-0094;AN-0124
IB-0104,Coifa da homocinética,Transmissão,Ibirapuera,Dianteira esquerda,"465,62",sim,TT-0102;IB-0107
PJ-0089,Coxim do câmbio,Transmissão,Pirajuçara,,"142,87",não,AN-0109
IB-0105,Sincronizador de 2ª e 3ª marcha,Transmissão,Ibirapuera,,"468,72",sim,VG-0099;VG-0091
AN-0105,Retentor de câmbio,Transmissão,Anhembi,,"348,98",sim,VG-0101;IB-0122
TT-0086,Homocinética dianteira,Transmissão,Tietê,Dianteira esquerda,"606,97",sim,AN-0117;AN-0112
VG-0080,Coifa da homocinética,Transmissão,Vergueiro,Dianteira direita,"345,66",sim,IB-0110
AN-0106,Coifa da homocinética,Transmissão,Anhembi,Dianteira direita,"545,85",não,TT-0083
JG-0084,Coxim do câmbio,Transmissão,Jaraguá,,"584,22",não,AN-0109;TT-0088
PJ-0090,Retentor de câmbio,Transmissão,Pirajuçara,,"339,97",sim,TT-0096
AN-0107,Homocinética dianteira,Transmissão,Anhembi,Dianteira direita,"604,71",sim,VG-0092
VG-0081,Coxim do câmbio,Transmissão,Vergueiro,,"188,02",sim,VG-0100;TT-0088
VG-0082,Homocinética dianteira,Transmissão,Vergueiro,Dianteira esquerda,"173,38",sim,JG-0092;TT-0086
TT-0087,Retentor de câmbio,Transmissão,Tietê,,"248,88",sim,IB-0121;PJ-0090
JG-0085,Sincronizador de 2ª e 3ª marcha,Transmissão,Jaraguá,,"401,06",sim,AN-0122;JG-0079
PJ-0091,Coifa da homocinética,Transmissão,Pirajuçara,Dianteira direita,"505,20",sim,TT-0083;AN-0116
JG-0086,Homocinética dianteira,Transmissão,Jaraguá,Dianteira esquerda,"371,36",sim,TT-0093
IB-0106,Sincronizador de 2ª e 3ª marcha,Transmissão,Ibirapuera,,"456,81",sim,JG-0099
IB-0107,Coifa da homocinética,Transmissão,Ibirapuera,Dianteira esquerda,"323,38",sim,AN-0103;TT-0102
PJ-0092,Retentor de câmbio,Transmissão,Pirajuçara,,"596,71",sim,IB-0122
PJ-0093,Coifa da homocinética,Transmissão,Pirajuçara,Dianteira direita,"591,25",não,TT-0094
VG-0083,Homocinética dianteira,Transmissão,Vergueiro,Dianteira direita,"301,74",sim,JG-0083;VG-0092
JG-0087,Retentor de câmbio,Transmissão,Jaraguá,,"484,01",sim,AN-0098;JG-0091
TT-0088,Coxim do câmbio,Transmissão,Tietê,,"336,80",sim,TT-0097
JG-0088,Coxim do câmbio,Transmissão,Jaraguá,,"466,21",sim,VG-0096
PJ-0094,Retentor de câmbio,Transmissão,Pirajuçara,,"377,99",sim,AN-0105;PJ-0087
VG-0084,Coifa da homocinética,Transmissão,Vergueiro,Dianteira direita,"398,96",sim,JG-0095;JG-0078
VG-0085,Homocinética dianteira,Transmissão,Vergueiro,Dianteira esquerda,"232,84",não,TT-0093
TT-0089,Coifa da homocinética,Transmissão,Tietê,Dianteira esquerda,"361,74",sim,PJ-0097;TT-0102
PJ-0095,Retentor de câmbio,Transmissão,Pirajuçara,,"570,94",sim,AN-0124;JG-0097
VG-0086,Coxim do câmbio,Transmissão,Vergueiro,,"596,45",sim,AN-0109;VG-0100
JG-0089,Sincronizador de 2ª e 3ª marcha,Transmissão,Jaraguá,,"595,74",sim,IB-0123
VG-0087,Homocinética dianteira,Transmissão,Vergueiro,Dianteira direita,"373,35",sim,PJ-0086
TT-0090,Coxim do câmbio,Transmissão,Tietê,,"307,57",sim,VG-0096
JG-0090,Retentor de câmbio,Transmissão,Jaraguá,,"346,16",sim,AN-0114
AN-0108,Sincronizador de 2ª e 3ª marcha,Transmissão,Anhembi,,"215,71",sim,VG-0097
IB-0108,Homocinética dianteira,Transmissão,Ibirapuera,Dianteira direita,"189,81",sim,PJ-0086
TT-0091,Coifa da homocinética,Transmissão,Tietê,Dianteira esquerda,"455,63",sim,TT-0089;TT-0092
VG-0088,Homocinética dianteira,Transmissão,Vergueiro,Dianteira direita,"238,20",sim,AN-0099
JG-0091,Retentor de câmbio,Transmissão,Jaraguá,,"413,29",sim,PJ-0102
PJ-0096,Coxim do câmbio,Transmissão,Pirajuçara,,"295,64",sim,IB-0115
IB-0109,Sincronizador de 2ª e 3ª marcha,Transmissão,Ibirapuera,,"413,08",sim,TT-0100;PJ-0099
TT-0092,Coifa da homocinética,Transmissão,Tietê,Dianteira esquerda,"304,09",sim,TT-0091
VG-0089,Coxim do câmbio,Transmissão,Vergueiro,,"162,21",sim,JG-0100;AN-0125
VG-0090,Sincronizador de 2ª e 3ª marcha,Transmissão,Vergueiro,,"171,16",sim,VG-0078
PJ-0097,Coifa da homocinética,Transmissão,Pirajuçara,Dianteira esquerda,"533,89",não,TT-0092
TT-0093,Homocinética dianteira,Transmissão,Tietê,Dianteira esquerda,"569,79",sim,VG-0085;JG-0092
AN-0109,Coxim do câmbio,Transmissão,Anhembi,,"387,95",sim,PJ-0100
JG-0092,Homocinética dianteira,Transmissão,Jaraguá,Dianteira esquerda,"306,93",sim,VG-0082;AN-0112
VG-0091,Sincronizador de 2ª e 3ª marcha,Transmissão,Vergueiro,,"163,82",não,AN-0097
TT-0094,Coifa da homocinética,Transmissão,Tietê,Dianteira direita,"375,55",sim,TT-0082
IB-0110,Coifa da homocinética,Transmissão,Ibirapuera,Dianteira direita,"273,92",sim,AN-0101
IB-0111,Retentor de câmbio,Transmissão,Ibirapuera,,"411,88",sim,IB-0100;AN-0098
VG-0092,Homocinética dianteira,Transmissão,Vergueiro,Dianteira direita,"297,43",sim,VG-0076
VG-0093,Sincronizador de 2ª e 3ª marcha,Transmissão,Vergueiro,,"172,45",sim,IB-0109
TT-0095,Homocinética dianteira,Transmissão,Tietê,Dianteira direita,"465,78",não,PJ-0086
AN-0110,Sincronizador de 2ª e 3ª marcha,Transmissão,Anhembi,,"267,35",sim,JG-0096
AN-0111,Coifa da homocinética,Transmissão,Anhembi,Dianteira esquerda,"404,13",sim,TT-0089
TT-0096,Retentor de câmbio,Transmissão,Tietê,,"143,47",sim,PJ-0090;PJ-0102
AN-0112,Homocinética dianteira,Transmissão,Anhembi,Dianteira esquerda,"257,94",sim,IB-0102;AN-0120
AN-0113,Sincronizador de 2ª e 3ª marcha,Transmissão,Anhembi,,"186,89",sim,AN-0108
TT-0097,Coxim do câmbio,Transmissão,Tietê,,"182,52",sim,IB-0120;VG-0086
AN-0114,Retentor de câmbio,Transmissão,Anhembi,,"168,83",sim,IB-0121;VG-0077
VG-0094,Coxim do câmbio,Transmissão,Vergueiro,,"264,18",sim,IB-0116;IB-0115
AN-0115,Homocinética dianteira,Transmissão,Anhembi,Dianteira direita,"590,56",não,VG-0087
AN-0116,Coifa da homocinética,Transmissão,Anhembi,Dianteira direita,"317,19",sim,TT-0101
PJ-0098,Retentor de câmbio,Transmissão,Pirajuçara,,"255,19",sim,IB-0111;PJ-0094
JG-0093,Sincronizador de 2ª e 3ª marcha,Transmissão,Jaraguá,,"429,90",sim,AN-0100
VG-0095,Coxim do câmbio,Transmissão,Vergueiro,,"569,42",sim,IB-0115;JG-0088
TT-0098,Sincronizador de 2ª e 3ª marcha,Transmissão,Tietê,,"225,35",sim,VG-0099;JG-0093
TT-0099,Retentor de câmbio,Transmissão,Tietê,,"236,05",sim,JG-0087;PJ-0090
AN-0117,Homocinética dianteira,Transmissão,Anhembi,Dianteira esquerda,"560,34",sim,IB-0117
PJ-0099,Sincronizador de 2ª e 3ª marcha,Transmissão,Pirajuçara,,"249,30",sim,JG-0079
JG-0094,Retentor de câmbio,Transmissão,Jaraguá,,"567,68",sim,AN-0124;AN-0114
IB-0112,Coifa da homocinética,Transmissão,Ibirapuera,Dianteira direita,"378,36",sim,AN-0101
AN-0118,Homocinética dianteira,Transmissão,Anhembi,Dianteira direita,"151,90",sim,IB-0108
VG-0096,Coxim do câmbio,Transmissão,Vergueiro,,"568,31",sim,VG-0094;AN-0125
PJ-0100,Coxim do câmbio,Transmissão,Pirajuçara,,"463,63",não,JG-0088
IB-0113,Coifa da homocinética,Transmissão,Ibirapuera,Dianteira direita,"268,03",sim,TT-0101
VG-0097,Sincronizador de 2ª e 3ª marcha,Transmissão,Vergueiro,,"145,68",sim,AN-0100;AN-0097
PJ-0101,Homocinética dianteira,Transmissão,Pirajuçara,Dianteira esquerda,"161,57",não,AN-0120;TT-0086
IB-0114,Retentor de câmbio,Transmissão,Ibirapuera,,"287,87",não,JG-0080
JG-0095,Coifa da homocinética,Transmissão,Jaraguá,Dianteira direita,"417,49",sim,TT-0101;AN-0116
AN-0119,Homocinética dianteira,Transmissão,Anhembi,Dianteira direita,"147,45",sim,JG-0083
TT-0100,Sincronizador de 2ª e 3ª marcha,Transmissão,Tietê,,"212,33",sim,TT-0084
IB-0115,Coxim do câmbio,Transmissão,Ibirapuera,,"394,62",sim,AN-0102;VG-0094
AN-0120,Homocinética dianteira,Transmissão,Anhembi,Dianteira esquerda,"332,71",sim,PJ-0101;JG-0086
IB-0116,Coxim do câmbio,Transmissão,Ibirapuera,,"568,45",sim,VG-0086;IB-0115
JG-0096,Sincronizador de 2ª e 3ª marcha,Transmissão,Jaraguá,,"288,66",sim,IB-0123
JG-0097,Retentor de câmbio,Transmissão,Jaraguá,,"402,23",sim,IB-0122;PJ-0094
PJ-0102,Retentor de câmbio,Transmissão,Pirajuçara,,"148,99",sim,VG-0101
AN-0121,Coxim do câmbio,Transmissão,Anhembi,,"259,15",sim,PJ-0088;VG-0095
AN-0122,Sincronizador de 2ª e 3ª marcha,Transmissão,Anhembi,,"156,53",sim,TT-0100
IB-0117,Homocinética dianteira,Transmissão,Ibirapuera,Dianteira esquerda,"367,78",não,AN-0112
AN-0123,Coifa da homocinética,Transmissão,Anhembi,Dianteira direita,"563,59",sim,TT-0083
IB-0118,Coifa da homocinética,Transmissão,Ibirapuera,Dianteira esquerda,"207,27",sim,PJ-0097;TT-0102
IB-0119,Homocinética dianteira,Transmissão,Ibirapuera,Dianteira direita,"448,20",sim,AN-0115;IB-0108
IB-0120,Coxim do câmbio,Transmissão,Ibirapuera,,"516,52",sim,AN-0102;PJ-0096
AN-0124,Retentor de câmbio,Transmissão,Anhembi,,"427,47",sim,IB-0121
JG-0098,Sincronizador de 2ª e 3ª marcha,Transmissão,Jaraguá,,"482,94",sim,TT-0084
IB-0121,Retentor de câmbio,Transmissão,Ibirapuera,,"507,49",sim,VG-0101
AN-0125,Coxim do câmbio,Transmissão,Anhembi,,"276,20",sim,TT-0088;VG-0086
VG-0098,Coifa da homocinética,Transmissão,Vergueiro,Dianteira direita,"429,42",sim,JG-0095
PJ-0103,Homocinética dianteira,Transmissão,Pirajuçara,Dianteira direita,"191,31",não,AN-0107
VG-0099,Sincronizador de 2ª e 3ª marcha,Transmissão,Vergueiro,,"159,51",sim,TT-0098;JG-0079
TT-0101,Coifa da homocinética,Transmissão,Tietê,Dianteira direita,"309,61",não,IB-0110;VG-0080
VG-0100,Coxim do câmbio,Transmissão,Vergueiro,,"217,81",sim,AN-0121
IB-0122,Retentor de câmbio,Transmissão,Ibirapuera,,"297,01",sim,PJ-0094;TT-0099
TT-0102,Coifa da homocinética,Transmissão,Tietê,Dianteira esquerda,"454,95",sim,IB-0118
TT-0103,Coxim do câmbio,Transmissão,Tietê,,"282,97",sim,IB-0120
IB-0123,Sincronizador de 2ª e 3ª marcha,Transmissão,Ibirapuera,,"500,52",não,PJ-0099
VG-0101,Retentor de câmbio,Transmissão,Vergueiro,,"417,83",sim,PJ-0087
VG-0102,Homocinética dianteira,Transmissão,Vergueiro,Dianteira direita,"539,96",sim,AN-0115
JG-0099,Sincronizador de 2ª e 3ª marcha,Transmissão,Jaraguá,,"164,70",não,IB-0109;TT-0084
AN-0126,Coifa da homocinética,Transmissão,Anhembi,Dianteira direita,"259,82",não,IB-0113;TT-0101
JG-0100,Coxim do câmbio,Transmissão,Jaraguá,,"391,73",sim,VG-0086
TT-0104,Correia dentada,Motor,Tietê,,"267,17",sim,VG-0105
AN-0127,Correia dentada,Motor,Anhembi,,"329,16",sim,VG-0103;PJ-0104
VG-0103,Correia dentada,Motor,Vergueiro,,"481,15",sim,JG-0103
VG-0104,Correia dentada,Motor,Vergueiro,,"338,01",sim,PJ-0105;VG-0103
JG-0101,Correia dentada,Motor,Jaraguá,,"266,20",não,IB-0126
TT-0105,Correia dentada,Motor,Tietê,,"285,97",sim,VG-0104
AN-0128,Correia dentada,Motor,Anhembi,,"404,94",sim,VG-0106
IB-0124,Correia dentada,Motor,Ibirapuera,,"58,08",não,PJ-0105
PJ-0104,Correia dentada,Motor,Pirajuçara,,"195,07",sim,VG-0105;TT-0104
IB-0125,Correia dentada,Motor,Ibirapuera,,"155,33",sim,VG-0105;JG-0103
IB-0126,Correia dentada,Motor,Ibirapuera,,"68,15",sim,JG-0102
TT-0106,Correia dentada,Motor,Tietê,,"249,85",não,TT-0104
PJ-0105,Correia dentada,Motor,Pirajuçara,,"381,80",não,JG-0101
TT-0107,Correia dentada,Motor,Tietê,,"496,38",não,IB-0126;VG-0104
JG-0102,Correia dentada,Motor,Jaraguá,,"323,08",não,PJ-0105
JG-0103,Correia dentada,Motor,Jaraguá,,"451,14",sim,VG-0103
VG-0105,Correia dentada,Motor,Vergueiro,,"188,95",sim,PJ-0106;AN-0127
PJ-0106,Correia dentada,Motor,Pirajuçara,,"205,93",sim,JG-0101;VG-0106
VG-0106,Correia dentada,Motor,Vergueiro,,"173,16",sim,TT-0107;PJ-0105
JG-0104,Correia dentada,Motor,Jaraguá,,"308,71",sim,AN-0127;JG-0102
AN-0129,Kit de correia dentada com tensor,Motor,Anhembi,,"62,58",sim,TT-0111
IB-0127,Kit de correia dentada com tensor,Motor,Ibirapuera,,"310,69",sim,AN-0129
TT-0108,Kit de correia dentada com tensor,Motor,Tietê,,"369,66",sim,VG-0108
IB-0128,Kit de correia dentada com tensor,Motor,Ibirapuera,,"400,86",sim,TT-0110
PJ-0107,Kit de correia dentada com tensor,Motor,Pirajuçara,,"306,30",sim,TT-0112
JG-0105,Kit de correia dentada com tensor,Motor,Jaraguá,,"413,61",sim,TT-0113
TT-0109,Kit de correia dentada com tensor,Motor,Tietê,,"393,67",sim,PJ-0108;IB-0127
IB-0129,Kit de correia dentada com tensor,Motor,Ibirapuera,,"481,45",sim,IB-0130
PJ-0108,Kit de correia dentada com tensor,Motor,Pirajuçara,,"331,36",sim,PJ-0107;TT-0115
IB-0130,Kit de correia dentada com tensor,Motor,Ibirapuera,,"135,66",não,VG-0108
TT-0110,Kit de correia dentada com tensor,Motor,Tietê,,"417,41",sim,TT-0114
TT-0111,Kit de correia dentada com tensor,Motor,Tietê,,"356,82",sim,IB-0130
TT-0112,Kit de correia dentada com tensor,Motor,Tietê,,"493,90",sim,PJ-0108
TT-0113,Kit de correia dentada com tensor,Motor,Tietê,,"209,02",sim,TT-0111;JG-0105
TT-0114,Kit de correia dentada com tensor,Motor,Tietê,,"482,95",sim,TT-0112;JG-0105
TT-0115,Kit de correia dentada com tensor,Motor,Tietê,,"393,36",sim,PJ-0109;VG-0107
IB-0131,Kit de correia dentada com tensor,Motor,Ibirapuera,,"379,59",sim,IB-0128
VG-0107,Kit de correia dentada com tensor,Motor,Vergueiro,,"93,34",sim,AN-0129;TT-0108
VG-0108,Kit de correia dentada com tensor,Motor,Vergueiro,,"470,50",sim,VG-0107;TT-0108
PJ-0109,Kit de correia dentada com tensor,Motor,Pirajuçara,,"116,74",sim,TT-0110
JG-0106,Bomba d'água,Motor,Jaraguá,,"68,31",sim,AN-0132;IB-0137
IB-0132,Bomba d'água,Motor,Ibirapuera,,"518,58",sim,AN-0130;JG-0108
IB-0133,Bomba d'água,Motor,Ibirapuera,,"178,66",sim,PJ-0112;IB-0136
TT-0116,Bomba d'água,Motor,Tietê,,"394,89",sim,TT-0118;AN-0130
AN-0130,Bomba d'água,Motor,Anhembi,,"400,48",sim,PJ-0111
PJ-0110,Bomba d'água,Motor,Pirajuçara,,"88,92",não,IB-0132;VG-0110
JG-0107,Bomba d'água,Motor,Jaraguá,,"142,73",sim,IB-0134
VG-0109,Bomba d'água,Motor,Vergueiro,,"67,58",sim,JG-0108;JG-0106
AN-0131,Bomba d'água,Motor,Anhembi,,"506,66",sim,IB-0137
AN-0132,Bomba d'água,Motor,Anhembi,,"503,78",sim,JG-0108
IB-0134,Bomba d'água,Motor,Ibirapuera,,"514,02",sim,JG-0106
PJ-0111,Bomba d'água,Motor,Pirajuçara,,"355,90",sim,TT-0117
TT-0117,Bomba d'água,Motor,Tietê,,"115,61",sim,TT-0118
JG-0108,Bomba d'água,Motor,Jaraguá,,"381,86",sim,JG-0107
PJ-0112,Bomba d'água,Motor,Pirajuçara,,"221,51",sim,AN-0131;IB-0134
IB-0135,Bomba d'água,Motor,Ibirapuera,,"387,35",sim,JG-0107
VG-0110,Bomba d'água,Motor,Vergueiro,,"403,58",sim,AN-0132
IB-0136,Bomba d'água,Motor,Ibirapuera,,"135,68",sim,AN-0131;PJ-0110
TT-0118,Bomba d'água,Motor,Tietê,,"468,32",sim,TT-0117
IB-0137,Bomba d'água,Motor,Ibirapuera,,"399,07",sim,TT-0118
AN-0133,Junta do cabeçote,Motor,Anhembi,,"88,77",sim,PJ-0114
TT-0119,Junta do cabeçote,Motor,Tietê,,"125,29",sim,TT-0123
AN-0134,Junta do cabeçote,Motor,Anhembi,,"328,43",sim,IB-0138;JG-0112
PJ-0113,Junta do cabeçote,Motor,Pirajuçara,,"506,97",sim,TT-0119
JG-0109,Junta do cabeçote,Motor,Jaraguá,,"179,23",sim,TT-0122;JG-0114
IB-0138,Junta do cabeçote,Motor,Ibirapuera,,"112,80",não,JG-0112;TT-0119
AN-0135,Junta do cabeçote,Motor,Anhembi,,"166,99",sim,JG-0112
TT-0120,Junta do cabeçote,Motor,Tietê,,"275,40",sim,PJ-0113;PJ-0114
JG-0110,Junta do cabeçote,Motor,Jaraguá,,"66,45",sim,JG-0111;PJ-0113
TT-0121,Junta do cabeçote,Motor,Tietê,,"225,73",não,VG-0111;JG-0112
VG-0111,Junta do cabeçote,Motor,Vergueiro,,"424,05",não,AN-0135
JG-0111,Junta do cabeçote,Motor,Jaraguá,,"126,46",sim,PJ-0113;TT-0120
AN-0136,Junta do cabeçote,Motor,Anhembi,,"235,68",sim,JG-0110
JG-0112,Junta do cabeçote,Motor,Jaraguá,,"310,47",sim,JG-0111;PJ-0114
JG-0113,Junta do cabeçote,Motor,Jaraguá,,"447,76",sim,AN-0135;PJ-0114
TT-0122,Junta do cabeçote,Motor,Tietê,,"357,98",sim,VG-0112
JG-0114,Junta do cabeçote,Motor,Jaraguá,,"339,13",sim,AN-0134
TT-0123,Junta do cabeçote,Motor,Tietê,,"515,19",sim,AN-0133;TT-0120
VG-0112,Junta do cabeçote,Motor,Vergueiro,,"250,19",sim,AN-0134
PJ-0114,Junta do cabeçote,Motor,Pirajuçara,,"343,00",sim,JG-0110;JG-0113
TT-0124,Coxim do motor,Motor,Tietê,Traseira,"90,88",sim,AN-0137
JG-0115,Coxim do motor,Motor,Jaraguá,Dianteira,"491,11",sim,AN-0140
PJ-0115,Coxim do motor,Motor,Pirajuçara,Dianteira,"355,05",sim,VG-0113
JG-0116,Coxim do motor,Motor,Jaraguá,Dianteira,"257,16",sim,PJ-0117;VG-0116
VG-0113,Coxim do motor,Motor,Vergueiro,Dianteira,"285,92",sim,PJ-0115
PJ-0116,Coxim do motor,Motor,Pirajuçara,Dianteira,"466,84",não,PJ-0118
AN-0137,Coxim do motor,Motor,Anhembi,Traseira,"169,63",sim,VG-0119;TT-0124
PJ-0117,Coxim do motor,Motor,Pirajuçara,Dianteira,"244,61",sim,AN-0142;VG-0117
AN-0138,Coxim do motor,Motor,Anhembi,Dianteira,"311,13",sim,VG-0113;VG-0115
TT-0125,Coxim do motor,Motor,Tietê,Traseira,"291,38",sim,AN-0141;JG-0118
VG-0114,Coxim do motor,Motor,Vergueiro,Dianteira,"46,70",sim,PJ-0115
VG-0115,Coxim do motor,Motor,Vergueiro,Dianteira,"494,32",sim,AN-0142
PJ-0118,Coxim do motor,Motor,Pirajuçara,Dianteira,"438,64",sim,IB-0139
TT-0126,Coxim do motor,Motor,Tietê,Traseira,"329,79",sim,AN-0139;AN-0141
VG-0116,Coxim do motor,Motor,Vergueiro,Dianteira,"193,96",sim,VG-0114
TT-0127,Coxim do motor,Motor,Tietê,Dianteira,"83,29",sim,JG-0115
IB-0139,Coxim do motor,Motor,Ibirapuera,Dianteira,"375,81",sim,AN-0142;AN-0138
JG-0117,Coxim do motor,Motor,Jaraguá,Traseira,"219,06",sim,VG-0119;JG-0118
JG-0118,Coxim do motor,Motor,Jaraguá,Traseira,"145,96",não,AN-0137
VG-0117,Coxim do motor,Motor,Vergueiro,Dianteira,"406,72",sim,PJ-0115
PJ-0119,Coxim do motor,Motor,Pirajuçara,Dianteira,"184,48",sim,PJ-0117;VG-0116
JG-0119,Coxim do motor,Motor,Jaraguá,Dianteira,"175,46",sim,PJ-0117
AN-0139,Coxim do motor,Motor,Anhembi,Traseira,"420,92",sim,VG-0119;JG-0118
AN-0140,Coxim do motor,Motor,Anhembi,Dianteira,"101,37",sim,JG-0116;JG-0119
VG-0118,Coxim do motor,Motor,Vergueiro,Dianteira,"365,43",sim,PJ-0118;VG-0115
AN-0141,Coxim do motor,Motor,Anhembi,Traseira,"400,36",não,JG-0118
AN-0142,Coxim do motor,Motor,Anhembi,Dianteira,"315,39",sim,IB-0139;TT-0127
VG-0119,Coxim do motor,Motor,Vergueiro,Traseira,"186,64",sim,AN-0141
IB-0140,Bico injetor,Motor,Ibirapuera,,"61,61",sim,AN-0144
TT-0128,Bico injetor,Motor,Tietê,,"244,19",sim,PJ-0120
JG-0120,Bico injetor,Motor,Jaraguá,,"202,78",sim,AN-0143
VG-0120,Bico injetor,Motor,Vergueiro,,"467,18",sim,VG-0123
VG-0121,Bico injetor,Motor,Vergueiro,,"421,73",sim,JG-0120
AN-0143,Bico injetor,Motor,Anhembi,,"188,72",sim,TT-0130
AN-0144,Bico injetor,Motor,Anhembi,,"516,14",sim,AN-0143;AN-0146
TT-0129,Bico injetor,Motor,Tietê,,"212,24",sim,PJ-0121;TT-0130
TT-0130,Bico injetor,Motor,Tietê,,"453,59",sim,TT-0131;IB-0141
VG-0122,Bico injetor,Motor,Vergueiro,,"374,75",sim,TT-0128;PJ-0120
VG-0123,Bico injetor,Motor,Vergueiro,,"481,30",sim,AN-0143;PJ-0122
IB-0141,Bico injetor,Motor,Ibirapuera,,"426,27",sim,TT-0128;AN-0145
PJ-0120,Bico injetor,Motor,Pirajuçara,,"248,17",sim,VG-0123;TT-0130
IB-0142,Bico injetor,Motor,Ibirapuera,,"114,51",sim,VG-0123
AN-0145,Bico injetor,Motor,Anhembi,,"169,77",sim,VG-0120
TT-0131,Bico injetor,Motor,Tietê,,"278,45",sim,AN-0145;TT-0129
PJ-0121,Bico injetor,Motor,Pirajuçara,,"124,47",sim,VG-0122;JG-0121
PJ-0122,Bico injetor,Motor,Pirajuçara,,"452,32",sim,TT-0128
AN-0146,Bico injetor,Motor,Anhembi,,"201,27",sim,PJ-0122
JG-0121,Bico injetor,Motor,Jaraguá,,"446,92",sim,JG-0120
AN-0147,Sensor de posição do virabrequim,Motor,Anhembi,,"505,85",sim,VG-0126;AN-0151
AN-0148,Sensor de posição do virabrequim,Motor,Anhembi,,"208,97",sim,PJ-0123;TT-0135
VG-0124,Sensor de posição do virabrequim,Motor,Vergueiro,,"75,19",sim,TT-0133;AN-0148
PJ-0123,Sensor de posição do virabrequim,Motor,Pirajuçara,,"463,10",sim,TT-0135
TT-0132,Sensor de posição do virabrequim,Motor,Tietê,,"250,14",não,JG-0125;PJ-0126
AN-0149,Sensor de posição do virabrequim,Motor,Anhembi,,"454,02",sim,VG-0128
PJ-0124,Sensor de posição do virabrequim,Motor,Pirajuçara,,"235,56",sim,JG-0123
TT-0133,Sensor de posição do virabrequim,Motor,Tietê,,"176,75",sim,PJ-0127;AN-0149
PJ-0125,Sensor de posição do virabrequim,Motor,Pirajuçara,,"119,27",sim,TT-0133
JG-0122,Sensor de posição do virabrequim,Motor,Jaraguá,,"488,89",não,VG-0125;PJ-0127
VG-0125,Sensor de posição do virabrequim,Motor,Vergueiro,,"225,79",sim,TT-0136;AN-0150
TT-0134,Sensor de posição do virabrequim,Motor,Tietê,,"77,76",sim,TT-0136
JG-0123,Sensor de posição do virabrequim,Motor,Jaraguá,,"105,05",sim,AN-0147;PJ-0123
JG-0124,Sensor de posição do virabrequim,Motor,Jaraguá,,"175,75",não,JG-0125
VG-0126,Sensor de posição do virabrequim,Motor,Vergueiro,,"389,63",sim,VG-0124;JG-0126
IB-0143,Sensor de posição do virabrequim,Motor,Ibirapuera,,"123,59",sim,VG-0128;TT-0132
TT-0135,Sensor de posição do virabrequim,Motor,Tietê,,"317,68",sim,TT-0133
AN-0150,Sensor de posição do virabrequim,Motor,Anhembi,,"259,75",não,TT-0136;PJ-0125
AN-0151,Sensor de posição do virabrequim,Motor,Anhembi,,"143,59",sim,VG-0126
TT-0136,Sensor de posição do virabrequim,Motor,Tietê,,"108,17",sim,IB-0144
JG-0125,Sensor de posição do virabrequim,Motor,Jaraguá,,"441,55",não,PJ-0127
JG-0126,Sensor de posição do virabrequim,Motor,Jaraguá,,"412,52",não,JG-0124;VG-0126
PJ-0126,Sensor de posição do virabrequim,Motor,Pirajuçara,,"314,66",sim,IB-0144;PJ-0124
VG-0127,Sensor de posição do virabrequim,Motor,Vergueiro,,"73,22",sim,TT-0134
TT-0137,Sensor de posição do virabrequim,Motor,Tietê,,"284,49",sim,PJ-0127
VG-0128,Sensor de posição do virabrequim,Motor,Vergueiro,,"85,00",sim,TT-0134;TT-0132
IB-0144,Sensor de posição do virabrequim,Motor,Ibirapuera,,"362,55",sim,VG-0128
PJ-0127,Sensor de posição do virabrequim,Motor,Pirajuçara,,"58,93",sim,PJ-0124;TT-0136
VG-0129,Válvula de admissão,Motor,Vergueiro,,"45,41",sim,IB-0146;JG-0131
TT-0138,Válvula de admissão,Motor,Tietê,,"177,70",sim,IB-0145;JG-0131
VG-0130,Válvula de admissão,Motor,Vergueiro,,"222,92",sim,JG-0131
PJ-0128,Válvula de admissão,Motor,Pirajuçara,,"467,97",sim,IB-0145;VG-0130
IB-0145,Válvula de admissão,Motor,Ibirapuera,,"113,68",sim,VG-0129
PJ-0129,Válvula de admissão,Motor,Pirajuçara,,"332,38",sim,JG-0132;PJ-0128
JG-0127,Válvula de admissão,Motor,Jaraguá,,"468,94",sim,JG-0129
