codigo_peca,montadora,modelo,geracao,ano_inicio,ano_fim,motor
VG-0084,Chevrolet,Classic,Lançamento,2003,2005,1.4 8V VHC
VG-0084,Chevrolet,Classic,Facelift 1,2005,2010,1.0 8V VHC
VG-0084,Chevrolet,Classic,Facelift 1,2005,2010,1.4 8V VHC
VG-0084,Chevrolet,Classic,Facelift 2,2010,2014,1.0 8V VHCE Economy
VG-0084,Chevrolet,Classic,Facelift 2,2010,2014,1.4 8V VHCE Flexpower
VG-0084,Chevrolet,Classic,Final,2014,2016,1.0 8V VHCE Economy
VG-0084,Chevrolet,Classic,Final,2014,2016,1.4 8V VHCE Flexpower
VG-0085,Chevrolet,Classic,Lançamento,2003,2005,1.0 8V VHC
VG-0085,Chevrolet,Classic,Lançamento,2003,2005,1.4 8V VHC
VG-0085,Chevrolet,Classic,Facelift 1,2005,2010,1.0 8V VHC
VG-0085,Chevrolet,Classic,Facelift 1,2005,2010,1.4 8V VHC
VG-0085,Chevrolet,Classic,Facelift 2,2010,2014,1.0 8V VHCE Economy
VG-0085,Chevrolet,Classic,Facelift 2,2010,2014,1.4 8V VHCE Flexpower
VG-0085,Chevrolet,Classic,Final,2014,2016,1.0 8V VHCE Economy
VG-0085,Chevrolet,Classic,Final,2014,2016,1.4 8V VHCE Flexpower
TT-0089,Chevrolet,Onix,1ª geração,2012,2015,1.0 SPE4
TT-0089,Chevrolet,Onix,1ª geração,2012,2015,1.4 SPE4
TT-0089,Chevrolet,Onix,Facelift,2015,2019,1.0 SPE4
TT-0089,Chevrolet,Onix,Facelift,2015,2019,1.4 SPE4
TT-0089,Chevrolet,Onix,2ª geração,2019,2022,1.0 Turbo Family 0
TT-0089,Chevrolet,Onix,2ª geração,2019,2022,1.0 Aspirado Family 0
TT-0089,Chevrolet,Onix,Atual,2022,2023,1.0 Turbo Family 0
TT-0089,Chevrolet,Onix,Atual,2022,2023,1.0 Aspirado Family 0
PJ-0095,Chevrolet,Onix,1ª geração,2012,2015,1.0 SPE4
PJ-0095,Chevrolet,Onix,1ª geração,2012,2015,1.4 SPE4
PJ-0095,Chevrolet,Onix,Facelift,2015,2019,1.0 SPE4
PJ-0095,Chevrolet,Onix,Facelift,2015,2019,1.4 SPE4
PJ-0095,Chevrolet,Onix,2ª geração,2019,2022,1.0 Turbo Family 0
PJ-0095,Chevrolet,Onix,2ª geração,2019,2022,1.0 Aspirado Family 0
PJ-0095,Chevrolet,Onix,Atual,2022,2023,1.0 Turbo Family 0
PJ-0095,Chevrolet,Onix,Atual,2022,2023,1.0 Aspirado Family 0
VG-0086,Chevrolet,Onix,1ª geração,2012,2015,1.0 SPE4
VG-0086,Chevrolet,Onix,1ª geração,2012,2015,1.4 SPE4
VG-0086,Chevrolet,Onix,Facelift,2015,2019,1.0 SPE4
VG-0086,Chevrolet,Onix,Facelift,2015,2019,1.4 SPE4
VG-0086,Chevrolet,Onix,2ª geração,2019,2022,1.0 Turbo Family 0
VG-0086,Chevrolet,Onix,2ª geração,2019,2022,1.0 Aspirado Family 0
VG-0086,Chevrolet,Onix,Atual,2022,2023,1.0 Turbo Family 0
VG-0086,Chevrolet,Onix,Atual,2022,2023,1.0 Aspirado Family 0
JG-0089,Chevrolet,Onix,1ª geração,2012,2015,1.0 SPE4
JG-0089,Chevrolet,Onix,1ª geração,2012,2015,1.4 SPE4
JG-0089,Chevrolet,Onix,Facelift,2015,2019,1.0 SPE4
JG-0089,Chevrolet,Onix,Facelift,2015,2019,1.4 SPE4
JG-0089,Chevrolet,Onix,2ª geração,2019,2022,1.0 Turbo Family 0
JG-0089,Chevrolet,Onix,2ª geração,2019,2022,1.0 Aspirado Family 0
JG-0089,Chevrolet,Onix,Atual,2022,2023,1.0 Turbo Family 0
JG-0089,Chevrolet,Onix,Atual,2022,2023,1.0 Aspirado Family 0
VG-0087,Chevrolet,Onix,1ª geração,2012,2015,1.0 SPE4
VG-0087,Chevrolet,Onix,1ª geração,2012,2015,1.4 SPE4
VG-0087,Chevrolet,Onix,Facelift,2015,2019,1.0 SPE4
VG-0087,Chevrolet,Onix,Facelift,2015,2019,1.4 SPE4
VG-0087,Chevrolet,Onix,2ª geração,2019,2022,1.0 Turbo Family 0
VG-0087,Chevrolet,Onix,2ª geração,2019,2022,1.0 Aspirado Family 0
VG-0087,Chevrolet,Onix,Atual,2022,2023,1.0 Turbo Family 0
VG-0087,Chevrolet,Onix,Atual,2022,2023,1.0 Aspirado Family 0
TT-0090,Chevrolet,Prisma,1ª geração,2006,2013,1.0 8V VHCE
TT-0090,Chevrolet,Prisma,1ª geração,2006,2013,1.4 8V VHCE Flexpower
TT-0090,Chevrolet,Prisma,2ª geração,2013,2016,1.0 SPE4
TT-0090,Chevrolet,Prisma,2ª geração,2013,2016,1.4 SPE4
TT-0090,Chevrolet,Prisma,Facelift,2016,2019,1.0 SPE4
TT-0090,Chevrolet,Prisma,Facelift,2016,2019,1.4 SPE4
TT-0090,Chevrolet,Prisma,Final,2019,2021,1.0 SPE4
TT-0090,Chevrolet,Prisma,Final,2019,2021,1.4 SPE4
JG-0090,Chevrolet,Prisma,1ª geração,2006,2013,1.0 8V VHCE
JG-0090,Chevrolet,Prisma,1ª geração,2006,2013,1.4 8V VHCE Flexpower
JG-0090,Chevrolet,Prisma,2ª geração,2013,2016,1.0 SPE4
JG-0090,Chevrolet,Prisma,2ª geração,2013,2016,1.4 SPE4
JG-0090,Chevrolet,Prisma,Facelift,2016,2019,1.0 SPE4
JG-0090,Chevrolet,Prisma,Facelift,2016,2019,1.4 SPE4
JG-0090,Chevrolet,Prisma,Final,2019,2021,1.0 SPE4
JG-0090,Chevrolet,Prisma,Final,2019,2021,1.4 SPE4
AN-0108,Chevrolet,Prisma,1ª geração,2006,2013,1.0 8V VHCE
AN-0108,Chevrolet,Prisma,1ª geração,2006,2013,1.4 8V VHCE Flexpower
AN-0108,Chevrolet,Prisma,2ª geração,2013,2016,1.0 SPE4
AN-0108,Chevrolet,Prisma,2ª geração,2013,2016,1.4 SPE4
AN-0108,Chevrolet,Prisma,Facelift,2016,2019,1.0 SPE4
AN-0108,Chevrolet,Prisma,Facelift,2016,2019,1.4 SPE4
AN-0108,Chevrolet,Prisma,Final,2019,2021,1.0 SPE4
AN-0108,Chevrolet,Prisma,Final,2019,2021,1.4 SPE4
IB-0108,Chevrolet,Prisma,1ª geração,2006,2013,1.0 8V VHCE
IB-0108,Chevrolet,Prisma,1ª geração,2006,2013,1.4 8V VHCE Flexpower
IB-0108,Chevrolet,Prisma,2ª geração,2013,2016,1.0 SPE4
IB-0108,Chevrolet,Prisma,2ª geração,2013,2016,1.4 SPE4
IB-0108,Chevrolet,Prisma,Facelift,2016,2019,1.0 SPE4
IB-0108,Chevrolet,Prisma,Facelift,2016,2019,1.4 SPE4
IB-0108,Chevrolet,Prisma,Final,2019,2021,1.0 SPE4
IB-0108,Chevrolet,Prisma,Final,2019,2021,1.4 SPE4
TT-0091,Chevrolet,Prisma,1ª geração,2006,2013,1.0 8V VHCE
TT-0091,Chevrolet,Prisma,1ª geração,2006,2013,1.4 8V VHCE Flexpower
TT-0091,Chevrolet,Prisma,2ª geração,2013,2016,1.0 SPE4
TT-0091,Chevrolet,Prisma,2ª geração,2013,2016,1.4 SPE4
TT-0091,Chevrolet,Prisma,Facelift,2016,2019,1.0 SPE4
TT-0091,Chevrolet,Prisma,Facelift,2016,2019,1.4 SPE4
TT-0091,Chevrolet,Prisma,Final,2019,2021,1.0 SPE4
TT-0091,Chevrolet,Prisma,Final,2019,2021,1.4 SPE4
VG-0088,Ford,Ka,1ª geração,1997,2000,1.0 Zetec Rocam
VG-0088,Ford,Ka,1ª geração,1997,2000,1.3 Zetec Rocam
VG-0088,Ford,Ka,Facelift,2000,2007,1.0 Zetec Rocam
VG-0088,Ford,Ka,Facelift,2000,2007,1.6 Zetec Rocam
VG-0088,Ford,Ka,Nova geração,2014,2017,1.0 Ti-VCT Dragon
VG-0088,Ford,Ka,Nova geração,2014,2017,1.5 Ti-VCT Dragon
VG-0088,Ford,Ka,Facelift atual,2017,2021,1.0 Ti-VCT Dragon
VG-0088,Ford,Ka,Facelift atual,2017,2021,1.5 Ti-VCT Dragon
JG-0091,Ford,Ka,1ª geração,1997,2000,1.0 Zetec Rocam
JG-0091,Ford,Ka,1ª geração,1997,2000,1.3 Zetec Rocam
JG-0091,Ford,Ka,Facelift,2000,2007,1.0 Zetec Rocam
JG-0091,Ford,Ka,Facelift,2000,2007,1.6 Zetec Rocam
JG-0091,Ford,Ka,Nova geração,2014,2017,1.0 Ti-VCT Dragon
JG-0091,Ford,Ka,Nova geração,2014,2017,1.5 Ti-VCT Dragon
JG-0091,Ford,Ka,Facelift atual,2017,2021,1.0 Ti-VCT Dragon
JG-0091,Ford,Ka,Facelift atual,2017,2021,1.5 Ti-VCT Dragon
PJ-0096,Ford,Ka,1ª geração,1997,2000,1.0 Zetec Rocam
PJ-0096,Ford,Ka,1ª geração,1997,2000,1.3 Zetec Rocam
PJ-0096,Ford,Ka,Facelift,2000,2007,1.0 Zetec Rocam
PJ-0096,Ford,Ka,Facelift,2000,2007,1.6 Zetec Rocam
PJ-0096,Ford,Ka,Nova geração,2014,2017,1.0 Ti-VCT Dragon
PJ-0096,Ford,Ka,Nova geração,2014,2017,1.5 Ti-VCT Dragon
PJ-0096,Ford,Ka,Facelift atual,2017,2021,1.0 Ti-VCT Dragon
PJ-0096,Ford,Ka,Facelift atual,2017,2021,1.5 Ti-VCT Dragon
IB-0109,Ford,Ka,1ª geração,1997,2000,1.0 Zetec Rocam
IB-0109,Ford,Ka,1ª geração,1997,2000,1.3 Zetec Rocam
IB-0109,Ford,Ka,Facelift,2000,2007,1.0 Zetec Rocam
IB-0109,Ford,Ka,Facelift,2000,2007,1.6 Zetec Rocam
IB-0109,Ford,Ka,Nova geração,2014,2017,1.0 Ti-VCT Dragon
IB-0109,Ford,Ka,Nova geração,2014,2017,1.5 Ti-VCT Dragon
IB-0109,Ford,Ka,Facelift atual,2017,2021,1.0 Ti-VCT Dragon
IB-0109,Ford,Ka,Facelift atual,2017,2021,1.5 Ti-VCT Dragon
TT-0092,Ford,Ka,1ª geração,1997,2000,1.0 Zetec Rocam
TT-0092,Ford,Ka,1ª geração,1997,2000,1.3 Zetec Rocam
TT-0092,Ford,Ka,Facelift,2000,2007,1.0 Zetec Rocam
TT-0092,Ford,Ka,Facelift,2000,2007,1.6 Zetec Rocam
TT-0092,Ford,Ka,Nova geração,2014,2017,1.0 Ti-VCT Dragon
TT-0092,Ford,Ka,Nova geração,2014,2017,1.5 Ti-VCT Dragon
TT-0092,Ford,Ka,Facelift atual,2017,2021,1.0 Ti-VCT Dragon
TT-0092,Ford,Ka,Facelift atual,2017,2021,1.5 Ti-VCT Dragon
VG-0089,Ford,Fiesta,1ª geração BR,2002,2005,1.0 Zetec Rocam
VG-0089,Ford,Fiesta,1ª geração BR,2002,2005,1.6 Zetec Rocam
VG-0089,Ford,Fiesta,2ª geração BR,2005,2012,1.0 Zetec Rocam
VG-0089,Ford,Fiesta,2ª geração BR,2005,2012,1.6 Zetec Rocam
VG-0089,Ford,Fiesta,Nova geração,2013,2017,1.6 Ti-VCT
VG-0089,Ford,Fiesta,Nova geração,2013,2017,1.0 EcoBoost
VG-0089,Ford,Fiesta,Final,2017,2019,1.6 Ti-VCT
VG-0089,Ford,Fiesta,Final,2017,2019,1.0 EcoBoost
VG-0090,Ford,Fiesta,1ª geração BR,2002,2005,1.0 Zetec Rocam
VG-0090,Ford,Fiesta,1ª geração BR,2002,2005,1.6 Zetec Rocam
VG-0090,Ford,Fiesta,2ª geração BR,2005,2012,1.0 Zetec Rocam
VG-0090,Ford,Fiesta,2ª geração BR,2005,2012,1.6 Zetec Rocam
VG-0090,Ford,Fiesta,Nova geração,2013,2017,1.6 Ti-VCT
VG-0090,Ford,Fiesta,Nova geração,2013,2017,1.0 EcoBoost
VG-0090,Ford,Fiesta,Final,2017,2019,1.6 Ti-VCT
VG-0090,Ford,Fiesta,Final,2017,2019,1.0 EcoBoost
PJ-0097,Ford,Fiesta,1ª geração BR,2002,2005,1.0 Zetec Rocam
PJ-0097,Ford,Fiesta,1ª geração BR,2002,2005,1.6 Zetec Rocam
PJ-0097,Ford,Fiesta,2ª geração BR,2005,2012,1.0 Zetec Rocam
PJ-0097,Ford,Fiesta,2ª geração BR,2005,2012,1.6 Zetec Rocam
PJ-0097,Ford,Fiesta,Nova geração,2013,2017,1.6 Ti-VCT
PJ-0097,Ford,Fiesta,Nova geração,2013,2017,1.0 EcoBoost
PJ-0097,Ford,Fiesta,Final,2017,2019,1.6 Ti-VCT
PJ-0097,Ford,Fiesta,Final,2017,2019,1.0 EcoBoost
TT-0093,Ford,Fiesta,1ª geração BR,2002,2005,1.0 Zetec Rocam
TT-0093,Ford,Fiesta,1ª geração BR,2002,2005,1.6 Zetec Rocam
TT-0093,Ford,Fiesta,2ª geração BR,2005,2012,1.0 Zetec Rocam
TT-0093,Ford,Fiesta,2ª geração BR,2005,2012,1.6 Zetec Rocam
TT-0093,Ford,Fiesta,Nova geração,2013,2017,1.6 Ti-VCT
TT-0093,Ford,Fiesta,Nova geração,2013,2017,1.0 EcoBoost
TT-0093,Ford,Fiesta,Final,2017,2019,1.6 Ti-VCT
TT-0093,Ford,Fiesta,Final,2017,2019,1.0 EcoBoost
AN-0109,Ford,EcoSport,1ª geração,2003,2007,1.6 Zetec Rocam
AN-0109,Ford,EcoSport,1ª geração,2003,2007,2.0 Zetec
AN-0109,Ford,EcoSport,Facelift,2007,2012,1.6 Zetec Rocam
AN-0109,Ford,EcoSport,Facelift,2007,2012,2.0 Duratec
AN-0109,Ford,EcoSport,2ª geração,2012,2017,1.6 Ti-VCT
AN-0109,Ford,EcoSport,2ª geração,2012,2017,2.0 Ti-VCT
AN-0109,Ford,EcoSport,Final,2017,2021,1.5 Ti-VCT
AN-0109,Ford,EcoSport,Final,2017,2021,2.0 Ti-VCT AWD
JG-0092,Ford,EcoSport,1ª geração,2003,2007,1.6 Zetec Rocam
JG-0092,Ford,EcoSport,1ª geração,2003,2007,2.0 Zetec
JG-0092,Ford,EcoSport,Facelift,2007,2012,1.6 Zetec Rocam
JG-0092,Ford,EcoSport,Facelift,2007,2012,2.0 Duratec
JG-0092,Ford,EcoSport,2ª geração,2012,2017,1.6 Ti-VCT
JG-0092,Ford,EcoSport,2ª geração,2012,2017,2.0 Ti-VCT
JG-0092,Ford,EcoSport,Final,2017,2021,1.5 Ti-VCT
JG-0092,Ford,EcoSport,Final,2017,2021,2.0 Ti-VCT AWD
VG-0091,Ford,EcoSport,1ª geração,2003,2007,1.6 Zetec Rocam
VG-0091,Ford,EcoSport,1ª geração,2003,2007,2.0 Zetec
VG-0091,Ford,EcoSport,Facelift,2007,2012,1.6 Zetec Rocam
VG-0091,Ford,EcoSport,Facelift,2007,2012,2.0 Duratec
VG-0091,Ford,EcoSport,2ª geração,2012,2017,1.6 Ti-VCT
VG-0091,Ford,EcoSport,2ª geração,2012,2017,2.0 Ti-VCT
VG-0091,Ford,EcoSport,Final,2017,2021,1.5 Ti-VCT
VG-0091,Ford,EcoSport,Final,2017,2021,2.0 Ti-VCT AWD
TT-0094,Ford,EcoSport,1ª geração,2003,2007,1.6 Zetec Rocam
TT-0094,Ford,EcoSport,1ª geração,2003,2007,2.0 Zetec
TT-0094,Ford,EcoSport,Facelift,2007,2012,1.6 Zetec Rocam
TT-0094,Ford,EcoSport,Facelift,2007,2012,2.0 Duratec
TT-0094,Ford,EcoSport,2ª geração,2012,2017,1.6 Ti-VCT
TT-0094,Ford,EcoSport,2ª geração,2012,2017,2.0 Ti-VCT
TT-0094,Ford,EcoSport,Final,2017,2021,1.5 Ti-VCT
TT-0094,Ford,EcoSport,Final,2017,2021,2.0 Ti-VCT AWD
IB-0110,Renault,Sandero,1ª geração,2007,2011,1.0 16V Energy
IB-0110,Renault,Sandero,1ª geração,2007,2011,1.6 16V Energy
IB-0110,Renault,Sandero,Facelift,2011,2014,1.0 16V Energy
IB-0110,Renault,Sandero,Facelift,2011,2014,1.6 16V Energy
IB-0110,Renault,Sandero,2ª geração,2014,2017,1.0 12V SCe
IB-0110,Renault,Sandero,2ª geração,2014,2017,1.6 16V Energy
IB-0110,Renault,Sandero,Final,2017,2020,1.0 12V SCe
IB-0110,Renault,Sandero,Final,2017,2020,1.6 16V SCe
IB-0111,Renault,Sandero,1ª geração,2007,2011,1.0 16V Energy
IB-0111,Renault,Sandero,1ª geração,2007,2011,1.6 16V Energy
IB-0111,Renault,Sandero,Facelift,2011,2014,1.0 16V Energy
IB-0111,Renault,Sandero,Facelift,2011,2014,1.6 16V Energy
IB-0111,Renault,Sandero,2ª geração,2014,2017,1.0 12V SCe
IB-0111,Renault,Sandero,2ª geração,2014,2017,1.6 16V Energy
IB-0111,Renault,Sandero,Final,2017,2020,1.0 12V SCe
IB-0111,Renault,Sandero,Final,2017,2020,1.6 16V SCe
VG-0092,Renault,Sandero,1ª geração,2007,2011,1.0 16V Energy
VG-0092,Renault,Sandero,1ª geração,2007,2011,1.6 16V Energy
VG-0092,Renault,Sandero,Facelift,2011,2014,1.0 16V Energy
VG-0092,Renault,Sandero,Facelift,2011,2014,1.6 16V Energy
VG-0092,Renault,Sandero,2ª geração,2014,2017,1.0 12V SCe
VG-0092,Renault,Sandero,2ª geração,2014,2017,1.6 16V Energy
VG-0092,Renault,Sandero,Final,2017,2020,1.0 12V SCe
VG-0092,Renault,Sandero,Final,2017,2020,1.6 16V SCe
VG-0093,Renault,Sandero,1ª geração,2007,2011,1.0 16V Energy
VG-0093,Renault,Sandero,1ª geração,2007,2011,1.6 16V Energy
VG-0093,Renault,Sandero,Facelift,2011,2014,1.0 16V Energy
VG-0093,Renault,Sandero,Facelift,2011,2014,1.6 16V Energy
VG-0093,Renault,Sandero,2ª geração,2014,2017,1.0 12V SCe
VG-0093,Renault,Sandero,2ª geração,2014,2017,1.6 16V Energy
VG-0093,Renault,Sandero,Final,2017,2020,1.0 12V SCe
VG-0093,Renault,Sandero,Final,2017,2020,1.6 16V SCe
TT-0095,Renault,Logan,1ª geração,2007,2011,1.0 16V Energy
TT-0095,Renault,Logan,1ª geração,2007,2011,1.6 16V Energy
TT-0095,Renault,Logan,Facelift,2011,2013,1.0 16V Energy
TT-0095,Renault,Logan,Facelift,2011,2013,1.6 16V Energy
TT-0095,Renault,Logan,2ª geração,2013,2017,1.0 12V SCe
TT-0095,Renault,Logan,2ª geração,2013,2017,1.6 16V Energy
TT-0095,Renault,Logan,Final,2017,2021,1.0 12V SCe
TT-0095,Renault,Logan,Final,2017,2021,1.6 16V SCe
AN-0110,Renault,Logan,1ª geração,2007,2011,1.0 16V Energy
AN-0110,Renault,Logan,1ª geração,2007,2011,1.6 16V Energy
AN-0110,Renault,Logan,Facelift,2011,2013,1.0 16V Energy
AN-0110,Renault,Logan,Facelift,2011,2013,1.6 16V Energy
AN-0110,Renault,Logan,2ª geração,2013,2017,1.0 12V SCe
AN-0110,Renault,Logan,2ª geração,2013,2017,1.6 16V Energy
AN-0110,Renault,Logan,Final,2017,2021,1.0 12V SCe
AN-0110,Renault,Logan,Final,2017,2021,1.6 16V SCe
AN-0111,Renault,Logan,1ª geração,2007,2011,1.0 16V Energy
AN-0111,Renault,Logan,1ª geração,2007,2011,1.6 16V Energy
AN-0111,Renault,Logan,Facelift,2011,2013,1.0 16V Energy
AN-0111,Renault,Logan,Facelift,2011,2013,1.6 16V Energy
AN-0111,Renault,Logan,2ª geração,2013,2017,1.0 12V SCe
AN-0111,Renault,Logan,2ª geração,2013,2017,1.6 16V Energy
AN-0111,Renault,Logan,Final,2017,2021,1.0 12V SCe
AN-0111,Renault,Logan,Final,2017,2021,1.6 16V SCe
TT-0096,Renault,Logan,1ª geração,2007,2011,1.0 16V Energy
TT-0096,Renault,Logan,1ª geração,2007,2011,1.6 16V Energy
TT-0096,Renault,Logan,Facelift,2011,2013,1.0 16V Energy
TT-0096,Renault,Logan,Facelift,2011,2013,1.6 16V Energy
TT-0096,Renault,Logan,2ª geração,2013,2017,1.0 12V SCe
TT-0096,Renault,Logan,2ª geração,2013,2017,1.6 16V Energy
TT-0096,Renault,Logan,Final,2017,2021,1.0 12V SCe
TT-0096,Renault,Logan,Final,2017,2021,1.6 16V SCe
AN-0112,Renault,Duster,1ª geração,2011,2015,1.6 16V Energy
AN-0112,Renault,Duster,1ª geração,2011,2015,2.0 16V
AN-0112,Renault,Duster,Facelift,2015,2019,1.6 16V SCe
AN-0112,Renault,Duster,Facelift,2015,2019,2.0 16V
AN-0112,Renault,Duster,2ª geração,2019,2021,1.6 16V SCe
AN-0112,Renault,Duster,2ª geração,2019,2021,2.0 16V
AN-0112,Renault,Duster,Atual,2021,2023,1.6 16V SCe
AN-0112,Renault,Duster,Atual,2021,2023,2.0 16V
AN-0113,Renault,Duster,1ª geração,2011,2015,1.6 16V Energy
AN-0113,Renault,Duster,1ª geração,2011,2015,2.0 16V
AN-0113,Renault,Duster,Facelift,2015,2019,1.6 16V SCe
AN-0113,Renault,Duster,Facelift,2015,2019,2.0 16V
AN-0113,Renault,Duster,2ª geração,2019,2021,1.6 16V SCe
AN-0113,Renault,Duster,2ª geração,2019,2021,2.0 16V
AN-0113,Renault,Duster,Atual,2021,2023,1.6 16V SCe
AN-0113,Renault,Duster,Atual,2021,2023,2.0 16V
TT-0097,Renault,Duster,1ª geração,2011,2015,1.6 16V Energy
TT-0097,Renault,Duster,1ª geração,2011,2015,2.0 16V
TT-0097,Renault,Duster,Facelift,2015,2019,1.6 16V SCe
TT-0097,Renault,Duster,Facelift,2015,2019,2.0 16V
TT-0097,Renault,Duster,2ª geração,2019,2021,1.6 16V SCe
TT-0097,Renault,Duster,2ª geração,2019,2021,2.0 16V
TT-0097,Renault,Duster,Atual,2021,2023,1.6 16V SCe
TT-0097,Renault,Duster,Atual,2021,2023,2.0 16V
AN-0114,Renault,Duster,1ª geração,2011,2015,1.6 16V Energy
AN-0114,Renault,Duster,1ª geração,2011,2015,2.0 16V
AN-0114,Renault,Duster,Facelift,2015,2019,1.6 16V SCe
AN-0114,Renault,Duster,Facelift,2015,2019,2.0 16V
AN-0114,Renault,Duster,2ª geração,2019,2021,1.6 16V SCe
AN-0114,Renault,Duster,2ª geração,2019,2021,2.0 16V
AN-0114,Renault,Duster,Atual,2021,2023,1.6 16V SCe
AN-0114,Renault,Duster,Atual,2021,2023,2.0 16V
VG-0094,Hyundai,HB20,Lançamento,2012,2015,1.0 Kappa
VG-0094,Hyundai,HB20,Lançamento,2012,2015,1.6 Gamma
VG-0094,Hyundai,HB20,Facelift,2015,2019,1.0 Kappa
VG-0094,Hyundai,HB20,Facelift,2015,2019,1.6 Gamma
VG-0094,Hyundai,HB20,2ª geração,2019,2021,1.0 Kappa TGDI
VG-0094,Hyundai,HB20,2ª geração,2019,2021,1.6 Gamma
VG-0094,Hyundai,HB20,Atual,2021,2023,1.0 Kappa TGDI
VG-0094,Hyundai,HB20,Atual,2021,2023,1.6 Gamma
AN-0115,Hyundai,HB20,Lançamento,2012,2015,1.0 Kappa
AN-0115,Hyundai,HB20,Lançamento,2012,2015,1.6 Gamma
AN-0115,Hyundai,HB20,Facelift,2015,2019,1.0 Kappa
AN-0115,Hyundai,HB20,Facelift,2015,2019,1.6 Gamma
AN-0115,Hyundai,HB20,2ª geração,2019,2021,1.0 Kappa TGDI
AN-0115,Hyundai,HB20,2ª geração,2019,2021,1.6 Gamma
AN-0115,Hyundai,HB20,Atual,2021,2023,1.0 Kappa TGDI
AN-0115,Hyundai,HB20,Atual,2021,2023,1.6 Gamma
AN-0116,Hyundai,HB20,Lançamento,2012,2015,1.0 Kappa
AN-0116,Hyundai,HB20,Lançamento,2012,2015,1.6 Gamma
AN-0116,Hyundai,HB20,Facelift,2015,2019,1.0 Kappa
AN-0116,Hyundai,HB20,Facelift,2015,2019,1.6 Gamma
AN-0116,Hyundai,HB20,2ª geração,2019,2021,1.0 Kappa TGDI
AN-0116,Hyundai,HB20,2ª geração,2019,2021,1.6 Gamma
AN-0116,Hyundai,HB20,Atual,2021,2023,1.0 Kappa TGDI
AN-0116,Hyundai,HB20,Atual,2021,2023,1.6 Gamma
PJ-0098,Hyundai,HB20,Lançamento,2012,2015,1.0 Kappa
PJ-0098,Hyundai,HB20,Lançamento,2012,2015,1.6 Gamma
PJ-0098,Hyundai,HB20,Facelift,2015,2019,1.0 Kappa
PJ-0098,Hyundai,HB20,Facelift,2015,2019,1.6 Gamma
PJ-0098,Hyundai,HB20,2ª geração,2019,2021,1.0 Kappa TGDI
PJ-0098,Hyundai,HB20,2ª geração,2019,2021,1.6 Gamma
PJ-0098,Hyundai,HB20,Atual,2021,2023,1.0 Kappa TGDI
PJ-0098,Hyundai,HB20,Atual,2021,2023,1.6 Gamma
JG-0093,Hyundai,HB20,Lançamento,2012,2015,1.0 Kappa
JG-0093,Hyundai,HB20,Lançamento,2012,2015,1.6 Gamma
JG-0093,Hyundai,HB20,Facelift,2015,2019,1.0 Kappa
JG-0093,Hyundai,HB20,Facelift,2015,2019,1.6 Gamma
JG-0093,Hyundai,HB20,2ª geração,2019,2021,1.0 Kappa TGDI
JG-0093,Hyundai,HB20,2ª geração,2019,2021,1.6 Gamma
JG-0093,Hyundai,HB20,Atual,2021,2023,1.0 Kappa TGDI
JG-0093,Hyundai,HB20,Atual,2021,2023,1.6 Gamma
VG-0095,Toyota,Corolla,9ª geração,2003,2008,1.6 VVT-i
VG-0095,Toyota,Corolla,9ª geração,2003,2008,1.8 VVT-i
VG-0095,Toyota,Corolla,10ª geração,2008,2014,1.8 Dual VVT-i
VG-0095,Toyota,Corolla,10ª geração,2008,2014,2.0 Dual VVT-i
VG-0095,Toyota,Corolla,11ª geração,2014,2019,1.8 Dual VVT-i
VG-0095,Toyota,Corolla,11ª geração,2014,2019,2.0 Dual VVT-i
VG-0095,Toyota,Corolla,12ª geração,2019,2023,2.0 Dynamic Force
VG-0095,Toyota,Corolla,12ª geração,2019,2023,1.8 Hybrid Dynamic Force
TT-0098,Toyota,Corolla,9ª geração,2003,2008,1.6 VVT-i
TT-0098,Toyota,Corolla,9ª geração,2003,2008,1.8 VVT-i
TT-0098,Toyota,Corolla,10ª geração,2008,2014,1.8 Dual VVT-i
TT-0098,Toyota,Corolla,10ª geração,2008,2014,2.0 Dual VVT-i
TT-0098,Toyota,Corolla,11ª geração,2014,2019,1.8 Dual VVT-i
TT-0098,Toyota,Corolla,11ª geração,2014,2019,2.0 Dual VVT-i
TT-0098,Toyota,Corolla,12ª geração,2019,2023,2.0 Dynamic Force
TT-0098,Toyota,Corolla,12ª geração,2019,2023,1.8 Hybrid Dynamic Force
TT-0099,Toyota,Corolla,9ª geração,2003,2008,1.6 VVT-i
TT-0099,Toyota,Corolla,9ª geração,2003,2008,1.8 VVT-i
TT-0099,Toyota,Corolla,10ª geração,2008,2014,1.8 Dual VVT-i
TT-0099,Toyota,Corolla,10ª geração,2008,2014,2.0 Dual VVT-i
TT-0099,Toyota,Corolla,11ª geração,2014,2019,1.8 Dual VVT-i
TT-0099,Toyota,Corolla,11ª geração,2014,2019,2.0 Dual VVT-i
TT-0099,Toyota,Corolla,12ª geração,2019,2023,2.0 Dynamic Force
TT-0099,Toyota,Corolla,12ª geração,2019,2023,1.8 Hybrid Dynamic Force
AN-0117,Toyota,Corolla,9ª geração,2003,2008,1.6 VVT-i
AN-0117,Toyota,Corolla,9ª geração,2003,2008,1.8 VVT-i
AN-0117,Toyota,Corolla,10ª geração,2008,2014,1.8 Dual VVT-i
AN-0117,Toyota,Corolla,10ª geração,2008,2014,2.0 Dual VVT-i
